,Roof_T,Roof_C1,geometry
170,Gable,Good,"POLYGON ((-10834723.1845 3846446.493600011, -10834712.3819 3846464.268400006, -10834705.06597013 3846459.822066553, -10834704.06438694 3846459.180929296, -10834701.6452233 3846457.632365033, -10834699.72699029 3846454.88730745, -10834707.99523602 3846440.698997788, -10834708.91751775 3846441.183068298, -10834713.98144592 3846443.840931162, -10834715.42541862 3846441.777936555, -10834723.1845 3846446.493600011))"
171,Gable,Good,"POLYGON ((-10834404.8876 3846360.185599998, -10834407.8507 3846361.520800002, -10834406.5154 3846364.483900003, -10834403.5524 3846363.148699999, -10834404.8876 3846360.185599998))"
172,Gable,Good,"POLYGON ((-10834412.06636347 3846380.460421026, -10834426.67139272 3846385.91084861, -10834420.37429678 3846404.114218391, -10834412.11928025 3846401.521296531, -10834413.7141 3846398.120200001, -10834406.61593589 3846395.700451545, -10834407.26229043 3846393.893168941, -10834406.52994614 3846393.577166036, -10834407.15833282 3846391.328203209, -10834408.11715137 3846391.502878167, -10834412.06636347 3846380.460421026))"
173,Gable,Good,"POLYGON ((-10834443.13355168 3846394.309667744, -10834440.5043795 3846401.514631912, -10834439.13659997 3846405.139480859, -10834441.12158087 3846405.815140255, -10834440.8233221 3846407.520735629, -10834434.01028763 3846405.205626816, -10834433.24960902 3846406.859275974, -10834425.40977056 3846404.027238481, -10834429.72343137 3846390.42600958, -10834429.99099583 3846389.582362913, -10834443.13355168 3846394.309667744))"
174,Gable,Good,"POLYGON ((-10834455.6498681 3846410.096513838, -10834453.9603681 3846414.321213841, -10834445.5109681 3846410.942213848, -10834451.98122047 3846394.490112662, -10834468.09437774 3846400.66550003, -10834463.4957681 3846413.234213836, -10834455.6498681 3846410.096513838))"
175,Gable,Good,"POLYGON ((-10834416.3649 3846440.7403, -10834416.9138 3846438.869099997, -10834430.27518433 3846442.536294073, -10834424.79895981 3846458.889120214, -10834420.25455504 3846457.501057461, -10834418.88551048 3846461.74662593, -10834412.0989344 3846459.563809067, -10834413.52307059 3846454.809371665, -10834408.32861434 3846453.213796355, -10834410.32688397 3846446.062094532, -10834411.79669026 3846442.252817497, -10834412.78544666 3846439.690270908, -10834416.3649 3846440.7403))"
176,Gable,Good,"POLYGON ((-10834462.71624922 3846455.040160082, -10834463.1473 3846453.649899997, -10834472.25014836 3846456.523468658, -10834466.2567 3846474.349299997, -10834452.2293244 3846469.695713833, -10834457.87818988 3846453.238597564, -10834462.71624922 3846455.040160082))"
177,Gable,Good,"POLYGON ((-10834416.9751 3846475.005199999, -10834420.0249 3846476.128300004, -10834418.4527 3846480.398000002, -10834415.4029 3846479.274999999, -10834416.9751 3846475.005199999))"
178,Gable,Good,"POLYGON ((-10834390.1059 3846533.275500007, -10834398.20069173 3846535.972304486, -10834392.20786721 3846552.958588548, -10834375.0949 3846546.607299998, -10834379.1841 3846534.953900002, -10834388.3841 3846538.182200007, -10834390.1059 3846533.275500007))"
179,Gable,Good,"POLYGON ((-10834529.62159121 3846438.611897178, -10834533.9572 3846425.374799997, -10834551.13225928 3846431.865008675, -10834546.01256153 3846446.192224868, -10834538.19410837 3846443.572844617, -10834538.82910965 3846441.509090483, -10834529.62159121 3846438.611897178))"
180,Gable,Good,"POLYGON ((-10834566.76916559 3846452.978800952, -10834562.11130753 3846451.197087079, -10834562.13894799 3846450.391170777, -10834554.01205378 3846447.693168983, -10834554.2225842 3846446.111693874, -10834549.65058965 3846444.385117076, -10834552.8520544 3846435.997808613, -10834558.9002 3846436.689300001, -10834559.6931 3846434.213100001, -10834571.98146769 3846438.273229837, -10834566.76916559 3846452.978800952))"
181,Gable,Good,"POLYGON ((-10834592.3719 3846445.328300007, -10834588.4261 3846457.031000003, -10834579.8031 3846454.123499997, -10834578.22300103 3846458.527124561, -10834570.3648603 3846455.868056744, -10834575.76003138 3846440.110209495, -10834576.97024888 3846436.888456315, -10834577.54831218 3846435.34957815, -10834586.5970803 3846438.723022401, -10834586.20138451 3846439.826174326, -10834585.28739018 3846442.374279723, -10834585.77257055 3846442.522300854, -10834587.62895737 3846443.08865615, -10834587.38863483 3846443.648088209, -10834592.3719 3846445.328300007))"
182,Gable,Good,"POLYGON ((-10834493.61700208 3846464.33469709, -10834487.42573968 3846481.21514754, -10834469.77352758 3846474.842399128, -10834475.68813806 3846461.007555008, -10834484.43428715 3846464.224802591, -10834485.84154381 3846461.073700972, -10834493.61700208 3846464.33469709))"
183,Gable,Good,"POLYGON ((-10834508.95839767 3846488.508155651, -10834504.09710987 3846486.899058066, -10834503.71963718 3846487.67471648, -10834498.12368848 3846486.2856512, -10834498.44966168 3846485.029739551, -10834491.93242609 3846482.872519366, -10834497.84587543 3846466.005298115, -10834505.78339131 3846468.783428676, -10834504.4316 3846473.634900011, -10834512.88746803 3846476.601881817, -10834508.95839767 3846488.508155651))"
184,Gable,Good,"POLYGON ((-10834613.58463434 3846451.203443229, -10834610.17110562 3846460.781775944, -10834610.55768782 3846460.975067042, -10834610.89077373 3846461.141609997, -10834608.33264465 3846468.157977179, -10834600.08556564 3846465.25152345, -10834602.4972 3846459.486900002, -10834599.01953648 3846458.455191724, -10834598.74147962 3846459.339397028, -10834592.94709302 3846457.434393212, -10834593.90214672 3846454.998196907, -10834594.33840725 3846455.193764761, -10834597.63022739 3846445.488431789, -10834613.58463434 3846451.203443229))"
185,Gable,Good,"POLYGON ((-10834727.9478 3846475.863300003, -10834723.26011896 3846471.789523222, -10834718.8900278 3846471.885718234, -10834718.56879381 3846467.712579556, -10834716.1780432 3846465.634924464, -10834726.99290861 3846452.306512356, -10834734.63276767 3846457.532043658, -10834735.60042341 3846456.076708198, -10834740.7308 3846460.287199996, -10834727.9478 3846475.863300003))"
186,Gable,Good,"POLYGON ((-10834613.29248965 3846465.619074531, -10834618.2137495 3846452.601548463, -10834635.14711674 3846458.686977312, -10834629.48502208 3846475.990761966, -10834621.8987 3846473.509200007, -10834623.22083125 3846469.290911004, -10834613.29248965 3846465.619074531))"
187,Gable,Good,"POLYGON ((-10834639.06295792 3846460.274480484, -10834656.04924194 3846466.783243522, -10834652.34506785 3846477.366598047, -10834643.2952 3846474.077100001, -10834641.0866 3846480.190400004, -10834633.1393 3846477.319300011, -10834636.38711825 3846467.973980501, -10834635.38171444 3846467.504675522, -10834636.38713312 3846465.04404559, -10834637.2962852 3846465.35793028, -10834639.06295792 3846460.274480484))"
188,Gable,Good,"POLYGON ((-10834713.1963 3846468.493299998, -10834715.7888 3846470.453299999, -10834713.0448 3846474.082800001, -10834710.4523 3846472.1228, -10834713.1963 3846468.493299998))"
189,Hip,Good,"POLYGON ((-10834814.59626184 3846461.733423404, -10834815.80599394 3846463.411422037, -10834816.42591525 3846463.319581844, -10834816.87755858 3846463.252671719, -10834823.34663403 3846472.222064674, -10834822.79494995 3846472.726033211, -10834822.15594776 3846473.309767641, -10834807.31285194 3846484.287088811, -10834803.26471884 3846478.135514013, -10834803.73531923 3846477.755997568, -10834804.4950338 3846477.143324517, -10834800.57795964 3846471.225000873, -10834800.20877523 3846470.674249075, -10834813.66286465 3846460.553916328, -10834814.59626184 3846461.733423404))"
190,Gable,Good,"POLYGON ((-10834751.4853 3846469.43900001, -10834749.72348471 3846471.186643571, -10834754.48599425 3846475.849934168, -10834742.83618569 3846488.863026939, -10834741.98440671 3846488.285375729, -10834739.63009671 3846490.91397427, -10834738.57788947 3846492.088768773, -10834728.19297284 3846482.960625485, -10834732.00694923 3846479.07322707, -10834731.8227608 3846478.869984671, -10834731.54657331 3846478.565226063, -10834745.0363 3846463.978800006, -10834751.4853 3846469.43900001))"
191,Gable,Good,"POLYGON ((-10834769.7474 3846491.729599997, -10834759.53293144 3846501.044271082, -10834756.09795605 3846497.731698602, -10834752.54791745 3846497.551764093, -10834752.77084507 3846494.523146875, -10834752.85627821 3846493.362481944, -10834751.75416587 3846492.551129065, -10834751.90425392 3846491.390390366, -10834749.8098 3846488.740199998, -10834761.00137188 3846478.9382893, -10834766.83544607 3846485.764552981, -10834766.10425425 3846486.401397467, -10834765.6051311 3846486.836117625, -10834769.7474 3846491.729599997))"
192,Gable,Good,"POLYGON ((-10834526.59344129 3846475.525907442, -10834535.0601249 3846478.330496393, -10834528.2502 3846495.674600005, -10834520.16052211 3846492.667583428, -10834519.95018146 3846493.096480802, -10834517.43663477 3846492.335802197, -10834517.68775687 3846491.748431124, -10834512.4091 3846489.786300011, -10834514.50847123 3846484.138488866, -10834516.31162418 3846477.22144904, -10834522.29121949 3846479.285203166, -10834521.94694157 3846480.156023763, -10834521.72897878 3846480.707341425, -10834524.60632828 3846481.666457921, -10834525.18286376 3846479.574824676, -10834526.59344129 3846475.525907442))"
193,Gable,Good,"POLYGON ((-10834555.6576 3846485.678100005, -10834549.5934 3846502.147100002, -10834533.1244 3846496.08290001, -10834536.29407325 3846484.468598731, -10834544.96012017 3846487.400754318, -10834546.42929349 3846487.897848874, -10834547.7281 3846482.758300006, -10834555.6576 3846485.678100005))"
194,Gable,Good,"POLYGON ((-10834566.802 3846489.952600002, -10834565.4994 3846493.628600009, -10834575.34232711 3846497.02248995, -10834570.72571369 3846509.751200005, -10834554.18361369 3846503.8895, -10834559.45 3846487.347400002, -10834566.802 3846489.952600002))"
195,Gable,Good,"POLYGON ((-10834583.0087 3846514.045500003, -10834575.0099 3846511.321100004, -10834579.06634499 3846498.815045618, -10834588.42673254 3846502.16404485, -10834590.02011691 3846497.439209536, -10834597.85179925 3846500.402548805, -10834591.6228 3846516.979400001, -10834589.1616 3846516.141100004, -10834587.6946 3846520.448100001, -10834581.5417 3846518.352499999, -10834583.0087 3846514.045500003))"
196,Gable,Good,"POLYGON ((-10834561.8085 3846511.336499996, -10834566.4036 3846511.435199998, -10834566.3247 3846515.111299999, -10834561.7295 3846515.012599997, -10834561.8085 3846511.336499996))"
197,Flat,Good,"POLYGON ((-10834697.19166727 3846483.482934181, -10834698.02417568 3846482.051803951, -10834698.17495655 3846481.792602908, -10834698.48983367 3846481.251310867, -10834703.0697534 3846483.343234096, -10834701.6013399 3846486.161987354, -10834702.0989958 3846486.407313984, -10834707.24226785 3846488.94276375, -10834705.58707189 3846492.615229782, -10834702.48335974 3846499.501591113, -10834702.16225768 3846500.214036305, -10834690.20541703 3846495.809785862, -10834689.30348196 3846496.919967216, -10834684.33304292 3846494.77364127, -10834686.90882162 3846487.824985128, -10834686.56199071 3846487.738277402, -10834685.80815275 3846487.549817916, -10834689.18441922 3846479.893995654, -10834697.19166727 3846483.482934181))"
198,Mix,Good,"POLYGON ((-10834828.3057 3846484.780000009, -10834827.7545 3846488.394300006, -10834829.9014 3846493.479599997, -10834817.4428 3846500.914600007, -10834809.5961 3846487.865099996, -10834822.4355 3846479.8411, -10834824.39703196 3846483.570948489, -10834828.3057 3846484.780000009))"
199,Hip,Good,"POLYGON ((-10834751.6983 3846508.353699997, -10834746.3481 3846511.928599998, -10834741.7518 3846505.049800001, -10834747.102 3846501.4749, -10834751.6983 3846508.353699997))"
200,Gable,Good,"POLYGON ((-10834774.58113866 3846495.300596386, -10834779.66114883 3846502.20623523, -10834778.17244182 3846503.709608294, -10834775.5688 3846506.3389, -10834777.8752 3846509.202600002, -10834777.12253008 3846509.808791861, -10834778.19270839 3846511.374066077, -10834765.05611958 3846520.621272095, -10834764.2727 3846520.157899998, -10834758.7951 3846513.356700003, -10834761.3008 3846511.33860001, -10834759.8593 3846509.548800007, -10834763.0809 3846506.954099998, -10834762.17979158 3846505.835185178, -10834761.67520561 3846505.135542862, -10834761.29902872 3846504.613948375, -10834767.92747032 3846500.099997386, -10834772.66617425 3846496.8729527, -10834774.58113866 3846495.300596386))"
201,Gable,Good,"POLYGON ((-10834701.95020766 3846516.290489852, -10834698.72228453 3846526.185926326, -10834674.1159853 3846517.560492404, -10834679.93683028 3846500.30962456, -10834704.7547966 3846508.723391391, -10834702.58520892 3846514.438402824, -10834691.10226928 3846510.469644882, -10834690.41435124 3846512.586315788, -10834701.95020766 3846516.290489852))"
202,Gable,Good,"POLYGON ((-10834724.8129 3846513.777800001, -10834727.753 3846510.305299997, -10834731.2255 3846513.245399997, -10834728.2854 3846516.717900001, -10834724.8129 3846513.777800001))"
203,Gable,Good,"POLYGON ((-10834608.55280467 3846506.704507358, -10834609.34975891 3846504.527781151, -10834609.90690151 3846503.006054014, -10834618.34051214 3846506.611009143, -10834612.56846248 3846522.371339172, -10834611.62669662 3846522.056092143, -10834610.50148572 3846524.986261562, -10834605.17746496 3846523.445157424, -10834605.2883358 3846523.10290397, -10834605.93814357 3846521.096975647, -10834605.59440923 3846520.632297754, -10834604.71176436 3846519.439092644, -10834604.15220249 3846518.682647884, -10834603.93378275 3846519.158032052, -10834603.58996179 3846519.906348258, -10834596.08239467 3846516.962852784, -10834600.77875824 3846503.436002798, -10834608.55280467 3846506.704507358))"
204,Gable,Good,"POLYGON ((-10834635.27775588 3846515.656594433, -10834630.06157727 3846531.486301996, -10834616.05186173 3846526.644417293, -10834622.04468622 3846508.507193498, -10834631.68876803 3846511.840950169, -10834631.14319669 3846513.068485685, -10834630.73626612 3846513.984079465, -10834635.27775588 3846515.656594433))"
205,Gable,Good,"POLYGON ((-10834571.7615 3846517.460900001, -10834573.268 3846513.167499997, -10834576.3347 3846514.243600003, -10834574.8281 3846518.537, -10834571.7615 3846517.460900001))"
206,Gable,Good,"POLYGON ((-10834488.42889239 3846523.251726881, -10834486.56829694 3846522.330131315, -10834484.20290555 3846528.305510283, -10834476.9688 3846525.767000005, -10834482.71860174 3846508.796666734, -10834497.8979 3846515.200800017, -10834494.69165354 3846526.353816025, -10834488.07642496 3846524.43357303, -10834488.42889239 3846523.251726881))"
207,Gable,Good,"POLYGON ((-10834593.2928 3846519.127599999, -10834596.4354 3846519.955899999, -10834595.6071 3846523.0986, -10834592.4644 3846522.270300001, -10834593.2928 3846519.127599999))"
208,Gable,Good,"POLYGON ((-10834517.74619788 3846518.829686821, -10834517.19586344 3846520.480690114, -10834517.89436484 3846520.628857091, -10834517.17469673 3846523.465196095, -10834516.3915285 3846523.232362293, -10834514.47242906 3846528.789377578, -10834513.04789403 3846532.460341878, -10834513.34656975 3846532.59308663, -10834513.61939518 3846532.714342378, -10834512.70922668 3846534.746346444, -10834507.2198 3846532.715449683, -10834506.2841 3846535.141249686, -10834497.1874 3846531.632249683, -10834503.7624079 3846514.587142609, -10834504.02107457 3846514.064511284, -10834504.22993125 3846513.642520189, -10834517.74619788 3846518.829686821))"
209,Gable,Good,"POLYGON ((-10834567.2548 3846530.6668, -10834568.3778 3846527.616999999, -10834571.4276 3846528.740000002, -10834570.3046 3846531.789800003, -10834567.2548 3846530.6668))"
210,Flat,Good,"POLYGON ((-10834734.5462 3846522.609500006, -10834732.6305 3846520.851600014, -10834734.8278 3846518.457000002, -10834736.7435 3846520.214800008, -10834738.5014 3846518.299100004, -10834749.0378 3846527.967200011, -10834737.77988252 3846539.55321759, -10834730.31861756 3846532.211015388, -10834735.662 3846527.161899999, -10834732.7884 3846524.525200002, -10834734.5462 3846522.609500006))"
211,Mix,Good,"POLYGON ((-10834834.99352548 3846530.38340082, -10834834.85973623 3846530.232870355, -10834832.31973115 3846524.676609233, -10834848.7900766 3846517.37409462, -10834855.1847 3846533.221500009, -10834838.541 3846541.031000003, -10834835.222 3846533.957500003, -10834837.07214071 3846533.089387834, -10834836.86387115 3846532.487785012, -10834836.39961431 3846531.146743014, -10834837.98711749 3846530.575241871, -10834837.50028318 3846529.199405774, -10834834.99352548 3846530.38340082))"
212,Gable,Good,"POLYGON ((-10834723.3046 3846527.223700002, -10834728.0396 3846531.676700003, -10834725.3678 3846534.517700002, -10834720.6328 3846530.0647, -10834723.3046 3846527.223700002))"
213,Gable,Good,"POLYGON ((-10834668.5809 3846529.698799998, -10834670.868 3846522.241599999, -10834688.8895 3846527.768799998, -10834684.5058 3846542.061700001, -10834670.213 3846537.678099997, -10834672.3095 3846530.842299998, -10834668.5809 3846529.698799998))"
214,Gable,Good,"POLYGON ((-10834611.9598 3846532.878600001, -10834615.1025 3846533.706900001, -10834613.9428 3846538.106700003, -10834610.8001 3846537.278300002, -10834611.9598 3846532.878600001))"
215,Gable,Good,"POLYGON ((-10834599.4585 3846545.037800007, -10834600.0293 3846540.523699999, -10834604.46294051 3846541.730889678, -10834603.05107792 3846546.131808966, -10834599.4585 3846545.037800007))"
216,Gable,Good,"POLYGON ((-10834718.43519437 3846539.258167423, -10834731.44883644 3846544.074816003, -10834735.8616495 3846545.708099723, -10834735.63711507 3846546.297007769, -10834732.73161835 3846553.917533278, -10834732.17173245 3846553.586691611, -10834730.86101448 3846552.812176459, -10834729.20809735 3846556.278386518, -10834726.9451733 3846562.337195538, -10834710.96430795 3846556.093016364, -10834712.94868692 3846551.079152144, -10834715.40113372 3846551.910676628, -10834717.6780585 3846547.619267866, -10834717.48798349 3846546.969080225, -10834717.04973681 3846545.46997425, -10834715.41350207 3846544.953268535, -10834714.78754478 3846544.755597807, -10834716.89098649 3846538.802460879, -10834718.43519437 3846539.258167423))"
217,Mix,Good,"POLYGON ((-10834861.1944 3846557.102208067, -10834860.80809944 3846557.219389897, -10834861.16378192 3846558.017483239, -10834847.61708814 3846562.065616336, -10834846.29416883 3846559.022901927, -10834846.84394115 3846558.878713038, -10834845.2468811 3846553.614013542, -10834844.38916502 3846553.810599823, -10834843.78062213 3846552.223096651, -10834841.26707543 3846552.884556305, -10834840.10290644 3846550.132884127, -10834841.15993693 3846549.640976985, -10834839.8508 3846545.325308066, -10834856.1244 3846540.388708074, -10834857.11514459 3846543.654745494, -10834857.65804573 3846543.677037877, -10834858.37242216 3846546.031834256, -10834858.08406627 3846546.848842632, -10834857.89617121 3846547.381211956, -10834859.72179987 3846553.307890486, -10834860.07490707 3846553.411745545, -10834860.621385 3846553.57247435, -10834861.2034695 3846555.689145256, -10834860.93836004 3846556.258159999, -10834861.1944 3846557.102208067))"
218,Gable,Good,"POLYGON ((-10834807.7888383 3846553.774219543, -10834791.45078477 3846561.744808413, -10834784.53853136 3846547.754936665, -10834797.37084871 3846541.239559032, -10834798.07262236 3846542.825047657, -10834798.26381924 3846543.257010989, -10834801.5501588 3846541.558330238, -10834807.7888383 3846553.774219543))"
219,Gable,Good,"POLYGON ((-10834663.20299694 3846556.331750043, -10834661.33393888 3846554.038669549, -10834664.94550862 3846543.442085847, -10834682.96366967 3846548.323658109, -10834677.6344 3846563.223899998, -10834666.85051242 3846560.666495308, -10834663.20299694 3846556.331750043))"
220,Gable,Good,"POLYGON ((-10834875.0733 3846557.691699997, -10834878.3233 3846557.701700002, -10834878.3134 3846560.951700002, -10834875.0634 3846560.941699997, -10834875.0733 3846557.691699997))"
221,Gable,Good,"POLYGON ((-10834536.72080016 3846541.303465739, -10834526.6954 3846538.115000002, -10834525.72453968 3846541.22229477, -10834525.40984003 3846542.229509257, -10834517.80305396 3846539.31908676, -10834521.65010348 3846528.830814935, -10834522.55741008 3846526.357210614, -10834524.08692071 3846522.187281638, -10834537.5784 3846526.769400008, -10834538.0522 3846524.877800003, -10834540.41155037 3846526.176641896, -10834541.31133018 3846526.671978116, -10834536.72080016 3846541.303465739))"
222,Gable,Good,"POLYGON ((-10834561.6137 3846536.135300003, -10834560.12771437 3846540.412026532, -10834560.68542479 3846541.296605036, -10834560.12000907 3846543.473645166, -10834559.02223668 3846543.593635887, -10834555.8536 3846552.713100001, -10834548.4857 3846550.153100006, -10834550.4057 3846544.627099998, -10834540.68955811 3846541.205569714, -10834544.53925332 3846529.616796516, -10834561.6137 3846536.135300003))"
223,Gable,Good,"POLYGON ((-10834572.71421112 3846540.529125683, -10834576.10020943 3846541.832242347, -10834581.53159042 3846543.922533721, -10834580.84864211 3846546.431755692, -10834580.64096387 3846547.194786854, -10834576.45138974 3846559.421503186, -10834560.03945795 3846554.060597181, -10834565.5428023 3846538.079731859, -10834572.71421112 3846540.529125683))"
224,Gable,Good,"POLYGON ((-10834603.25511624 3846550.534065537, -10834599.25960591 3846562.302384511, -10834590.3769 3846559.216400005, -10834588.30583398 3846564.154471554, -10834580.95040259 3846561.191132277, -10834586.23237844 3846545.74715171, -10834591.14916699 3846547.129787296, -10834591.78540578 3846545.969993904, -10834594.40478602 3846546.962183394, -10834594.09261105 3846547.957504511, -10834603.25511624 3846550.534065537))"
225,Gable,Good,"POLYGON ((-10834496.88863862 3846588.027050242, -10834488.12010575 3846585.202707939, -10834487.81987663 3846585.72840251, -10834485.46508024 3846585.040484473, -10834485.4572146 3846584.344991341, -10834480.30569489 3846582.685688086, -10834483.1449 3846572.9498, -10834479.9717 3846572.247400001, -10834482.7693583 3846566.542197041, -10834502.54009293 3846572.345547006, -10834496.88863862 3846588.027050242))"
226,Gable,Good,"POLYGON ((-10834680.1894 3846565.480099998, -10834683.3949 3846566.016099997, -10834682.8589 3846569.221600004, -10834679.6534 3846568.685599998, -10834680.1894 3846565.480099998))"
227,Hip,Good,"POLYGON ((-10834774.30786713 3846558.778823301, -10834789.13250097 3846567.955914587, -10834781.59186087 3846580.325210169, -10834763.5436 3846568.809, -10834767.4059 3846562.791900009, -10834770.51902621 3846564.451501332, -10834774.30786713 3846558.778823301))"
228,Gable,Good,"POLYGON ((-10834851.35698104 3846581.161956646, -10834850.82252164 3846577.955200218, -10834847.54168174 3846578.59020149, -10834844.84292634 3846567.186637007, -10834860.8076 3846563.923900001, -10834864.37450709 3846578.582263984, -10834851.35698104 3846581.161956646))"
229,Gable,Good,"POLYGON ((-10834432.07086759 3846548.428055003, -10834431.4259 3846550.602399997, -10834435.71869862 3846552.154254213, -10834436.32678554 3846552.374078691, -10834433.84631181 3846559.120967224, -10834437.12053712 3846560.27852162, -10834434.70620937 3846567.488431916, -10834432.15671251 3846566.783855245, -10834431.531203 3846568.480621405, -10834416.25148487 3846563.48660098, -10834418.89843859 3846556.263571195, -10834422.1948 3846545.151900001, -10834422.46170092 3846545.231077529, -10834432.07086759 3846548.428055003))"
230,Gable,Good,"POLYGON ((-10834451.1228 3846554.911200009, -10834449.8202 3846558.587200001, -10834459.0103 3846561.843699999, -10834454.847656 3846574.903394692, -10834437.54387131 3846568.989945337, -10834443.25888277 3846551.765535809, -10834451.1228 3846554.911200009))"
231,Gable,Good,"POLYGON ((-10834470.9109 3846561.823300004, -10834470.02 3846564.265900001, -10834472.4626 3846565.156800002, -10834471.349 3846568.21010001, -10834479.2874 3846571.105599999, -10834475.89199507 3846581.994242243, -10834458.42946006 3846576.623189807, -10834464.09155474 3846559.028362863, -10834470.9109 3846561.823300004))"
232,Gable,Good,"POLYGON ((-10834707.68781896 3846567.149020433, -10834709.82164841 3846561.269190662, -10834727.18698818 3846567.262130029, -10834721.89531093 3846584.956175841, -10834704.26741108 3846578.639236122, -10834705.1934546 3846573.909799576, -10834707.44241743 3846568.98192513, -10834712.2386614 3846570.853194498, -10834712.87366267 3846568.710065231, -10834707.68781896 3846567.149020433))"
233,Gable,Good,"POLYGON ((-10834672.91146726 3846568.938709766, -10834666.85060184 3846585.785459846, -10834654.16597789 3846581.112570308, -10834654.96364621 3846577.620855473, -10834652.91223454 3846576.988673799, -10834655.41255204 3846570.440223195, -10834648.26878775 3846568.058968425, -10834650.49129219 3846561.867706038, -10834657.9436 3846564.576400004, -10834672.91146726 3846568.938709766))"
234,Gable,Good,"POLYGON ((-10834815.77225948 3846591.054923691, -10834794.14658565 3846593.875652254, -10834791.668 3846579.464699998, -10834808.9818 3846577.167300001, -10834809.8282 3846583.545999996, -10834814.81314298 3846582.885896929, -10834815.77225948 3846591.054923691))"
235,Gable,Good,"POLYGON ((-10834775.47225661 3846605.34403979, -10834770.24044265 3846603.309445471, -10834764.71914973 3846601.446461894, -10834752.00895966 3846597.157815069, -10834752.59072822 3846595.755596265, -10834755.30536193 3846589.212598436, -10834762.04197974 3846591.736491732, -10834762.59760584 3846590.387114026, -10834761.922917 3846589.0774239, -10834762.50009679 3846586.120740674, -10834764.54229724 3846585.346791439, -10834766.48503971 3846580.017185524, -10834766.76744752 3846579.070862219, -10834776.8480927 3846582.695661135, -10834776.07259057 3846584.515798442, -10834775.47225661 3846586.241084911, -10834777.69286202 3846587.4511154, -10834779.89080711 3846588.648798041, -10834778.98409014 3846591.025287963, -10834778.35622071 3846592.194221802, -10834779.59295899 3846592.71066197, -10834783.17164701 3846594.205059163, -10834781.71848129 3846598.594195127, -10834781.51232371 3846599.237325571, -10834781.0814345 3846600.581530251, -10834779.33215465 3846600.024941213, -10834778.17101201 3846599.655486733, -10834777.71931028 3846600.60760311, -10834775.47225661 3846605.34403979))"
236,Gable,Good,"POLYGON ((-10834519.6647495 3846579.292841002, -10834517.75974568 3846583.870141841, -10834519.2947447 3846584.346520856, -10834520.8289185 3846584.822643757, -10834518.8313327 3846590.675995268, -10834518.45738334 3846591.771746486, -10834513.34305206 3846590.387520641, -10834511.0002 3846596.441100009, -10834506.8021 3846595.206400007, -10834508.73929285 3846589.474706307, -10834506.273299 3846588.45158121, -10834505.00866038 3846587.926890709, -10834506.07036674 3846585.859357268, -10834506.5167884 3846584.990009829, -10834502.6764 3846583.87690001, -10834504.99704379 3846574.594038807, -10834515.35513755 3846577.751966648, -10834515.19955051 3846578.329816386, -10834519.6647495 3846579.292841002))"
237,Gable,Good,"POLYGON ((-10834534.67725327 3846583.970954403, -10834535.13594292 3846583.14850615, -10834543.82752283 3846586.402887665, -10834539.70001456 3846596.880408645, -10834536.12813241 3846595.689781256, -10834536.60431224 3846594.842134736, -10834524.3412 3846590.874200001, -10834527.3427 3846581.597800002, -10834534.67725327 3846583.970954403))"
238,Gable,Good,"POLYGON ((-10834554.47702331 3846605.82775294, -10834555.1424161 3846603.550775997, -10834544.25834882 3846600.53821972, -10834547.4153 3846589.895499997, -10834564.42537656 3846594.397730052, -10834559.87453412 3846607.41525612, -10834554.47702331 3846605.82775294))"
239,Gable,Good,"POLYGON ((-10834584.44123955 3846604.56254935, -10834582.46271335 3846609.48388945, -10834581.78724975 3846610.970451077, -10834581.18459471 3846612.29677548, -10834576.79250257 3846610.7092723, -10834577.21677962 3846609.110074197, -10834577.48042062 3846608.116350439, -10834574.94041553 3846607.110931766, -10834574.63455782 3846608.058999446, -10834571.26931443 3846607.038171199, -10834571.34043054 3846606.718148713, -10834571.4386481 3846606.276169685, -10834566.32720185 3846604.316781637, -10834569.87702701 3846595.595672985, -10834579.52210665 3846599.521607985, -10834579.78033693 3846599.626718086, -10834580.09800169 3846599.150979158, -10834585.62251276 3846601.182983224, -10834585.40811643 3846601.917450492, -10834584.44123955 3846604.56254935))"
240,Gable,Good,"POLYGON ((-10834533.7109 3846606.446900003, -10834535.9075 3846607.837899998, -10834533.821 3846611.132799998, -10834531.6244 3846609.741800003, -10834533.7109 3846606.446900003))"
241,Gable,Good,"POLYGON ((-10834413.7025331 3846482.790082991, -10834412.94421883 3846485.075973317, -10834413.64783783 3846485.376739495, -10834412.41752287 3846488.908934057, -10834411.71932552 3846488.768336624, -10834408.09157671 3846499.703955658, -10834406.20568589 3846499.097646013, -10834406.42469838 3846498.195827633, -10834401.50343853 3846496.608324461, -10834401.40234656 3846497.553383224, -10834399.04424523 3846496.795258954, -10834398.55510694 3846497.871363178, -10834393.06499178 3846495.820838243, -10834399.32901474 3846477.951505594, -10834402.91247324 3846479.267939106, -10834413.7025331 3846482.790082991))"
242,Gable,Good,"POLYGON ((-10834369.5811 3846665.8851, -10834365.8256 3846664.833400004, -10834366.8773 3846661.077799998, -10834370.6328 3846662.129500002, -10834369.5811 3846665.8851))"
